date,Content,Likes,Retweet
2022-04-28 04:36:06+00:00,"An excellent discussion with @AUThackeray who has made air pollution, &amp; environmental issues more generally, a cause rather than a mere portfolio. Looking forward to working with him to promote dialogue across political lines on #CleanAir, as the Indian voice of @AirQualityAsia",145,15
2022-04-28 04:12:33+00:00,Hats off to ⁦@Amul_Coop⁩’s bilingual punsters! https://t.co/iqGJ3vpZ5l,10862,794
2022-04-28 03:17:00+00:00,"The #KeralaGames in Thiruvananthapuram will be fun! On MayDay, the  biggest prize-money HalfMarathon in the country along w/a fun run will be flagged off early morning. Every evening during the SportsCarnival, entertainment events will be held at the Nishagandi Auditorium. Come! https://t.co/1xivJoPlGH",174,15
2022-04-28 03:15:01+00:00,"Alone with the #KeralaGames, a 12-day @KeralaOlympic Expo, one of the largest conducted in Kerala, will be held at the Kanakakkunnu Palace, Thiruvananthapuram, showcasing a flower show, food festival, automobile display , aquarium exhibitions, &amp; more! All welcome! https://t.co/XP2rnjaYLg",113,18
2022-04-28 03:14:00+00:00,"The first-ever State Games in India, #KeralaGames, organised by the @KeralaOlympic Association(KOA), is set to kick off in my constituency from this week, 29th April to 10th May. All lovers of atheltics are welcome to Thiruvananthapuram! https://t.co/SByazMfc4e",321,33
2022-04-28 02:12:15+00:00,"With the @INCIndia Chintan Shivir occuring on the dates i was scheduled to speak, my appearance will now be towards the end of @JLFLitFest at @soneva. Apologies for the inconvenience!",115,15
2022-04-27 16:40:32+00:00,"Fascinating piece by Dr Oshrit @birvadker outlines the story of the Indian Jewish diaspora in Israel, including their satyagraha in the early 1950s against discrimination:
https://t.co/w7uT1fMw7q",137,31
2022-04-27 12:54:17+00:00,"Good point, Prof Raj Kumar! We need to start eliminating gender bias from routine communications since such language merely reinforces existing prejudices. @JindalGlobalUNI",160,25
2022-04-27 12:24:35+00:00,"On the sidelines of the #RaisinaDialogues, met w/ ⁦@EamonGilmore⁩, former Deputy PM of Ireland, now EU envoy for Human Rights; &amp; German Deputy ForeignMinister Tobias Lindner, who was gracious enough to forgive me for cancelling our lunch because of my commitments to #AFGG https://t.co/pZMaBl61O9",237,25
2022-04-27 11:16:33+00:00,"Ricky got an ensemble team of refugees together to sing this beautiful song of hope for UNHCR, the @un’s agency for @Refugees. Just wonderful listening: https://t.co/kadBNgitty @rickykej",140,23
2022-04-27 11:02:00+00:00,Great to meet two-time #Grammy winner ⁦@rickykej⁩ &amp; to chat to him about his music &amp; his goals. A pleasure to hold the Grammy trophy even for a minute! Just amazed by his passion for both music &amp; humanity. https://t.co/HrKNMH8pfR,551,39
2022-04-27 10:14:45+00:00,"The discussion i moderated at the  #RaisinaDialogues on the @UN and its continued relevance, w/a stellar international panel featuring @AraratMirzoyan, @danielocarmon, @lakshmiunwomen, Charles Kupchan, &amp; Jane Holl Lute: https://t.co/aPgk6rsZwx",92,20
2022-04-27 07:46:46+00:00,Not my title — but my article in ⁦@ForeignAffairs⁩ argues that the time has come for India to reorient its foreign policy after #Ukraine. The rise of a belligerent China &amp; the weakening of Russia points to choices we have been reluctant to make. https://t.co/iitNbEfda4,686,118
2022-04-27 04:27:25+00:00,"On @elonmusk: Who owns which social media company is not our concern. What matters is what they do &amp; how. If we find @Twitter either interfering w/free speech in India, or the opposite (permitting hate speech &amp;abuse) in our volatile environment, then the IT Cmt shld take action. https://t.co/kDQNLgjSkO",1143,159
2022-04-27 01:32:45+00:00,Japan drops plan to send Ukraine refugees aid supplies via India. What a shame: why couldn’t we have permitted humanitarian aid for refugees in Poland &amp; Romania to go from here?  https://t.co/iHvGT13ovt,1200,212
2022-04-26 18:04:09+00:00,"Majority of India’s 900 Million Workforce Stop Looking for Jobs! Frustrated at not being able to find the right job, millions, particularly women, are exiting the labour force entirely. Labour force participation rate fell from 46% to 40%, women to 9%!  https://t.co/0QuayhQD3I",713,200
2022-04-26 06:34:28+00:00,Enjoyed catching up with ⁦@nitin_gadkari⁩ &amp; @ShereenBhan before their discussion at #RaisinaDialogue2022. There isn’t a Minister better-informed &amp; more enthusiastic about green energy! Fascinating to listen to him. https://t.co/WqnYxXPCQg,3375,133
2022-04-26 04:47:54+00:00,Thanks ⁦@DrSJaishankar⁩ for publicly giving me credit for the term “Multi-alignment“ which I floated 15 years ago gwithout many takers)! Stimulating exchange between our EAM &amp; ⁦@samirsaran⁩ at #RaisinaDialogue2022 on the wider dimensions of our foreign policy https://t.co/C76LgP2ptq,5538,308
2022-04-26 04:23:31+00:00,"The company one keeps! Currently in Delhi for #RaisinaDialogue2022 are three former Prime Ministers whom I  had known &amp; discussed world issues with over the years: R to L, Carl Bildt (Sweden), Stephen Harper (Canada) &amp; Tony Abbott (Australia). Carl has been a friend for 30 years! https://t.co/XVSln3DnjD",663,45
2022-04-26 04:18:52+00:00,"Also at #AfGG, moderated some lively conversations on US policy with public policy commentator Charles Kupchan &amp; the US Defence department pair of Asst Secy Ely Ratner &amp; Deputy Asst Secy Lindsey Ford https://t.co/DhiOGSa18A",239,25
2022-04-26 04:15:33+00:00,"As the #AFGG (AsianForum on GlobalGovernance) enters its 5th day, @MEAIndia’s flagship #RaisinaDialogue2022 gets underway. Delhi is overflowing w/visitors. Here at #AFGG w/ Armenian Foreign Minister Ararat Mirzoyan &amp; SouthAfrican Deputy FM Mashego-Dlamini https://t.co/B0FgIQXuPC",285,32
2022-04-25 14:56:01+00:00,"Political misuse of the justice system has reached a new extreme. An elected representative of the people in our democracy jailed for a tweet! 
Gujarat MLA Jignesh Mevani granted bail in Kokrajhar but arrested again by Barpeta police for a fabricated case. 
*#Justice4Jignesh*",7065,1594
2022-04-25 11:32:54+00:00,"An excellent piece by Karan Thapar reviews the politics of hate against Muslim Indians, promoted by the ruling party&amp; its associates: https://t.co/y2yt23oBHt",1296,324
2022-04-25 11:00:26+00:00,A number of Hindu religious leaders have signed this appeal against hatred &amp; persecution: https://t.co/TqOFhGXQLc #HindusForHumanRights,332,89
2022-04-25 10:40:40+00:00,The link to this piece: https://t.co/YFyvrafyib,142,33
2022-04-25 06:34:27+00:00,"My ⁦@mathrubhumieng⁩ column on the change from the UPA’s strategy of empowerment through a framework of rights, versus the BJP’s policy of creating grateful citizens through welfare benefits: https://t.co/EfCHweebvo",378,72
2022-04-25 06:30:40+00:00,"The radical centre has been sadly eroded in much of the world, including India. It’s time to revive progressive centrism - but the risk of being middle-of-the-road is that you could be run over from traffic on either side!",409,57
2022-04-24 16:46:20+00:00,"In happier times: then-Governor #Shankaranarayan with me &amp; ⁦@iamsrk⁩ at the launch of #PaxIndica, Mumbai, 2012 https://t.co/TkXCHZbLJO",912,152
2022-04-24 16:30:51+00:00,"Just received the tragic news of his passing. A true statesman has left us. A great loss for India, Kerala, @incIndia &amp; the culture of democratic politics in our country.  Om Shanti. #Shankaranarayan https://t.co/dtwkl44iP6",542,183
2022-04-24 12:10:07+00:00,Enjoyed meeting Argentina’s youthful Minister of Foreign Affairs ⁦@SantiagoCafiero⁩ at the launch of a new Commission to promote peaceful dialogue to resolve the protracted dispute over the sovereignty of the Malvinas/Falklands in accordance with @UN resolutions. https://t.co/kwrxiLjokG,625,48
2022-04-24 11:46:07+00:00,The toxin of hate | By @ShashiTharoor - Cover Story in @IndiaToday this week: https://t.co/ovz00nFTqF,323,81
2022-04-24 10:53:40+00:00,"Kerala remains the exemplar of an effective #PanchayatiRaj system : well-connected to the community, democratically elected &amp; reasonably funded. It empowers women &amp; brings representative local government to the grassroots. https://t.co/WryZE1plVv",420,44
2022-04-24 06:31:14+00:00,"As educated unemployed engineers, this trio from Kerala have started “https://t.co/PW5tEL3Rti Chai” to survive. Perhaps a northern state could offer “PhD Pakoras” as the PM once suggested? https://t.co/1Xmmt11Xh9",2731,426
2022-04-24 04:55:17+00:00,"Ministry of Information and Broadcasting issues advisory to private satellite TV channels https://t.co/VTOFPVJ1PE 
GoI rule:
“जो हमको हो पसंद वही बात कहो तुम
हम दिन को अगर रात कहें, रात कहो तुम!l",361,64
2022-04-23 11:45:55+00:00,"#NEETPG2022: A large number of doctors have requested @rashtrapatibhvn, @PMOIndia and other concerned authorities to postpone the medical entrance exams by atleast two months. ""If NEET PG Is On May 21, We Have To Surrender Our Medical Degrees,"" they say: https://t.co/Ltl6X4sjsG",1743,689
2022-04-23 11:30:00+00:00,"Proud to officially announce the release of TRANSLATED LIVES, a film by Shiny Benjamin, scripted by Paul Zacharia, on Kerala migrant nurses in Germany. Fascinating, beautifully-written &amp; well-made! Watch it from 5pm today on: https://t.co/penuCa1HMJ https://t.co/2R6VXdVnRJ",162,27
2022-04-23 05:12:40+00:00,"Today, April 23, is #WorldBookDay, &amp; my Malayalam publishers, @DCBooks, https://t.co/H55684iF3w, are offering all their publications at 23% discount in all their stores today. Great initiative to save 23% on the books you always wanted to read! #dcbooks #worldbookday @dcbooks https://t.co/KoBkeHNa4V",234,33
2022-04-22 14:11:01+00:00,Hope you enjoy it! #PridePrejudiceAndPunditry,266,22
2022-04-22 12:11:34+00:00,🙏,408,31
2022-04-22 10:56:15+00:00,"വാൾ ആരെടുത്താലും... ശശി തരൂർ...
Read more in Malayalam at: https://t.co/UU3OaaaQPe
&amp; in English:
https://t.co/mNia2ktoQj",62,18
2022-04-22 07:10:15+00:00,Superb op-Ed by Dr Manmohan Singh in ⁦@the_hindu⁩ on the challenges &amp; opportunities facing India and the world at the present time: https://t.co/5JRNpsTO7E,3811,824
2022-04-22 06:08:08+00:00,The full six-minute interview with @ANI on the #Jahangirpuri demolitions: https://t.co/dAyc5yIMUx,111,17
2022-04-22 04:29:34+00:00,In English: https://t.co/mNia2ktoQj,115,14
2022-04-22 04:28:22+00:00,"My column this week in @ManoramaDaily looks at political violence in Kerala &amp; argues that violence by anybody, for any reason, on whatever provocation, is unacceptable in democratic politics: https://t.co/SZACu0HRKZ",119,26
2022-04-22 03:20:33+00:00,"On a light-hearted note, my column in ⁦@khaleejtimes⁩ on that peculiar variant of the English language used by international diplomats, “Diplospeak”: https://t.co/jhuxF9p1Qs",313,50
2022-04-22 03:17:19+00:00,Shashi Tharoor calls demolition drive in Jahangirpuri a 'new technique of intimidation’: https://t.co/ztAsuotqSQ via @YouTube,287,39
2022-04-22 02:03:55+00:00,Releasing tomorrow! #TranslatedLives https://t.co/JL3M3u59ro,383,41
2022-04-21 18:43:45+00:00,"My interview in Hindi with @abplive on #Jahangirpuri demolitions:
 https://t.co/HSPsRAzjr1",186,40
2022-04-21 18:08:13+00:00,"How #MakeInIndia became #BreakInindia !
#BulldozerDemocracy https://t.co/MgUNCAZcdY",20626,3609
2022-04-21 13:53:24+00:00,Better late than never: I welcome @UN SecGen ⁦@antonioguterres⁩’ peace initiative: https://t.co/Fyieqky3qA. This war is devastating #Ukraine &amp; damaging the rest of the world: restoring peace &amp; security is what the United Nations was established to do. Recalling my thoughts: https://t.co/frhUGUvgkc,231,42
2022-04-21 12:23:57+00:00,Delighted to celebrate the landslide victory of my friend @JoseRamosHorta1 as President of Timor Leste for the second time!I’ve known him for a quarter century &amp; the people of this lovely land could not have a better guide for a more hopeful future! https://t.co/s2Ezrqqs2x,395,34
2022-04-21 11:45:26+00:00,Attn all the students who have been writing to me about not receiving visa appointments to pursue their studies in the US: good news! Suggest you follow @USAndChennai (if you live in a southern state) for further updates.,127,30
2022-04-21 10:58:35+00:00,"Do report cyber crimes to the National Cyber Crime Reporting Portal https://t.co/FqV9e1HNpW or call the toll-free National Helpline number, 1930. To follow on social media: Twitter (@Cyberdost), Facebook (CyberDostI4C), Instagram (cyberdostl4C), Telegram (cyberdosti4c). @AmitShah",281,69
2022-04-21 10:50:10+00:00,"Extraordinary that a Jain monk wrote this tweet on June 20, 2021 -- eight months before the Russians actually did what he foretold.",543,137
2022-04-20 13:07:55+00:00,"Parliament’s StandingCommittee on Information&amp;Technology met today to discuss misuse of social media, heard experts&amp;theMinistry for Electronics&amp;Information Technology. We will now prepare a report w/recommendations for Parliament. Regret not being able to hear foreign witnesses. https://t.co/HP63J9E5Vl",277,26
2022-04-20 11:56:16+00:00,A useful addition to our political vocabulary!? #Quockerwodger https://t.co/iGSCMY6tzA,2631,365
2022-04-20 09:33:38+00:00,"बेबस और लाचार हर एक बंदा हो गया
अब राजनीतिक खेल बहुत गंदा हो गया https://t.co/H1oADMGw5d",53911,10400
2022-04-20 06:03:31+00:00,A delight to be in conversation with @jaigalagali for over half an hour on cricket! Do watch on https://t.co/nqzrq0pjig,94,24
