date,Content,Likes,Retweet
2022-05-14 06:00:33+00:00,Official photographs of the Political Committee meeting yesterday at the #NavSankalpChintanShivir https://t.co/7zbiEDEa91,601,67
2022-05-14 05:57:51+00:00,An impressive youth turnout at the #NavSankalpChintanShivir. Here with ⁦@IYC⁩ President ⁦@srinivasiyc⁩ &amp; colleagues https://t.co/3qAW8ZcPRb,4452,421
2022-05-14 05:55:14+00:00,"Those dismayed by GOI’s response to my question on regional languages in ArmyPublicSchools may be pleased to see that the ArmyWelfare Society has reversed its deplorable decision to discontinue teaching them, contrary to the Minister's initial response;
https://t.co/ixeyF3v0KD https://t.co/4INE0yGg1U",130,37
2022-05-14 04:07:35+00:00,i did so in March!,409,138
2022-05-13 15:12:17+00:00,"Explore Lahaul through the eyes of her farmers, in recent video report by @indrassingh:  https://t.co/TVJsQFnoST",101,26
2022-05-13 15:03:40+00:00,"@ManoramaDaily And the previous week's column: Tharoor Line | India must make sincere efforts to broker peace in Ukraine
https://t.co/1t01FL1Rtb",107,19
2022-05-13 14:51:20+00:00,"Great news! @TeamSeaSakthi, an energy-boat team representing India in the prestigious Monaco EnergyBoat Challenge 2022 (July 4 - 9), are 14 engineering students from Kumaraguru College of Technology, Coimbatore. They're the First&amp;only Indian Team to participate in this challenge!",178,42
2022-05-13 13:16:28+00:00,I trust @TwitterIndia will look into this &amp; restore her account.,224,33
2022-05-13 11:33:37+00:00,"Sincere condolences to the government and people of the UAE on the demise of President Sheikh Khalifa bin Zayed, a visionary leader of his nation &amp; a good friend of India. May his soul abide in peace. 🙏 https://t.co/68w7yRMxxo",891,82
2022-05-13 11:28:40+00:00,The English version of my Malayalam column in today’s @ManoramaDaily :,202,28
2022-05-13 08:57:06+00:00,"LIVE: Congress President Smt. Sonia Gandhi's opening address at the 'Nav... https://t.co/q0uBB6rHPc 
below: in the audience with @szarita @pravchak &amp; AICC Secy Chandan Yadav https://t.co/GsuQEIhWNU",467,76
2022-05-13 05:05:39+00:00,"On arrival yesterday, with ⁦@salman7khurshid⁩ &amp; ⁦@antoantonyinc⁩; &amp; this morning with Ramesh ⁦@chennithala⁩ &amp; Anto again. #NavSankalpChintanShivir posters are all over town. Much collegial conversation in the air before the formal deliberations get under way. https://t.co/XG4XQlJBPe",384,43
2022-05-13 05:01:57+00:00,With Kerala MPs at breakfast at the #NavSankalpChintanShivir of @incIndia in Udaipur this morning https://t.co/lYlHyUi78C,3650,213
2022-05-13 02:03:56+00:00,(Malayalam) my message to Malayali nurses yesterday on the occasion of #InternationalNursesDay https://t.co/HXcXXi9kW3,648,45
2022-05-12 17:55:43+00:00,"There is a worrying power crisis that the authorities do not seem to be able to surmount. Power cuts throughout the country are an embarrassing admission of failure to manage production, transmission &amp; distribution effectively.",407,89
2022-05-12 10:56:53+00:00,2/2 120 അദ്ധ്യായങ്ങൾ 120 കാർഡുകളിലാണ് തയ്യാറാക്കിയിട്ടുള്ളത്. അവ പുസ്തകരൂപത്തിലുള്ള ഒരു പെട്ടിയിൽ അടുക്കിയിരിക്കുന്നു. മനോഹരമായി രൂപകല്പന ചെയ്ത ഈ പുസ്തകപ്പെട്ടിയുടെ പ്രകാശനം ഞാൻ ആഹ്ലാദപൂർവ്വം നിർവ്വഹിക്കുന്നു. https://t.co/XgH39s8V29,102,15
2022-05-12 10:56:44+00:00,1/2 ലോകസാഹിത്യത്തിലെ ഒരു അപൂർവ്വ സംഭവമാകുകയാണ് ബെന്യാമിൻ രചിച്ച തരകൻസ് ഗ്രന്ഥവരി എന്ന നോവൽ.120 അദ്ധ്യായങ്ങളുള്ള ഈ നോവൽ എവിടെ നിന്നും വായന ആരംഭിക്കാവുന്നതും പൂർത്തീകരിക്കാവുന്നതുമാണ്. വായനയുടെ അനന്ത സാധ്യതകളുള്ള ഈ നോവലിൻ്റെ നിർമ്മിതിയും പ്രത്യേകതകളുള്ളതാണ്.,184,24
2022-05-12 04:30:54+00:00,"कल तक तमिल–सिंहला–मुस्लिम चिंगारी से सुलगाया जा रहा श्रीलंका, आज दहक रहा है। कोई देश अपने ही नागरिकों के खिलाफ़ होकर उन्नति नहीं कर सकता। कल हमें दुःख इस बात का होगा कि यह जानने के बावजूद, हम #गोदीजाल में क्यों फंसे रहे!? कि हम, हिंदुस्तानी तो कभी ऐसे नासमझ न थे...",14960,2993
2022-05-11 18:58:54+00:00,इसको कहते हैं #गोदीजाल ! https://t.co/nWb1vbllzJ,34845,10050
2022-05-11 18:48:14+00:00,"A lovely short reflection on one of my brother-in-law @SEAMUSMURPHY3's striking photos from Afghanistan: https://t.co/AE54fMDUf1 Seamus, winner of seven @WorldPressPhoto awards, takes amazing pictures in challenging places, which are yet suffused w/ compassion &amp; humanity.",171,26
2022-05-11 08:48:13+00:00,"On ""Finlandization"" and other words thrown up again by the #Ukraine crisis: my ""World of Words"" column in @khaleejtimes: https://t.co/Iq7tvmTTRt",158,22
2022-05-11 08:09:36+00:00,"Good piece by @rupin1992 with a number of sensible suggestions for better policing. Coming from a serving police officer, they should be taken seriously by the powers-that-be, who also swear by antodaya &amp; sarvodaya.",109,19
2022-05-11 07:55:52+00:00,"Proud of the SupremeCourt &amp; of my friend @KapilSibal for putting the sedition law on ice! I had introduced a Private Member's Bill in 2016 to this end but failed to get any traction: https://t.co/jJRn1yHqIy 
It's also in the @INCIndia manifesto of 2019. This is welcome news!",640,126
2022-05-11 07:32:19+00:00,The doctors &amp; nurses at the Mental Health Centre are readers too! Delighted to autograph their books &amp; join them in a group photo. Nurses are in the frontline of service to suffering humanity but they don’t get the appreciation &amp; gratitude they deserve for their selflessness. https://t.co/PilH0CS0am,404,41
2022-05-11 07:21:16+00:00,"Inaugurated a new Mother&amp;Child Ward at the Peroorkada Mental Health Centre, built from the CSR funds of Gemini Software Solutions, a Technopark company. Pix show: unveiling the foundation stone, handing over the key to the Superintendent &amp;addressing the gathering. A vital project https://t.co/FBIjVfFAa6",203,31
2022-05-11 07:15:02+00:00,"Inaugurated a new APJ AbdulKalam StudyCentre in Thiruvananthapuram, where the late “People’s President“, as a rocket scientist, lived and worked for two decades. Studying, discussing &amp;propagating his ideas, which ignited so many minds, would be invaluable for future generations. https://t.co/eIg9CtR97y",260,37
2022-05-11 05:04:53+00:00,"Delighted to discuss national issues w/ ⁦@KeralaGovernor⁩ ⁦Arif Mohammad KhanSaheb over a delicious breakfast meeting this morning. Am bowled over by the breadth&amp; depth of his erudition, his ability to recite in Sanskrit, Arabic&amp;Persian to substantiate his points⁩.🙏 https://t.co/UbK8i0x59Q",1170,75
2022-05-11 03:32:00+00:00,"Good effort to clean up Dal Lake, fully deserves support. Keep it up @bhamlafoundatio @SaherABhamla",269,43
2022-05-10 16:42:14+00:00,"At the KOA Expo alongside the #KeralaGames, visited the Navy &amp; Air Force pavilions which aim to attract more Kerala youth to join the forces. Great models on display including a Rafale! https://t.co/vLzdSHdR8l",229,28
2022-05-10 16:37:50+00:00,"Gave away some prizes. Thrilled that the Best Overall District in the #KeralaGames was my very own Thiruvananthapuram, which walked away with the enormous trophy! https://t.co/UXmWcbMWwA",191,28
2022-05-10 16:36:00+00:00,"Addressed the well-attended closing ceremony of the Fitst Kerala Games, a great initiative by the ⁦@KeralaOlympic⁩ Association that will strengthen the state’s excellent reputation for sporting excellence. https://t.co/PQAcVeQlUW",124,19
2022-05-10 16:22:40+00:00,Breaking News: महंगाई और बेरोज़गारी शुक्रवार की नमाज़ से आगे बढ़ते हुए अब मंगलवार की हनुमान चालीसा तक पहुंच गई है। आगे आगे देखिए...,19680,2591
2022-05-10 12:13:58+00:00,Addressed the omnibus inauguration of all the above development projects in Karode &amp; was honoured with attractive local handicrafts. Great to see the transformation of a remote rural area year by year through the conscientious use of taxpayer funds. Sab Ka Vikas in action! https://t.co/7dOK1pWxxN,127,21
2022-05-10 12:10:05+00:00,"Am amazing welcome at Maradi village in Karode Grama Panchayat near the Tamil Nadu border where I arrived to inaugurate a slew of development projects, from two bridges&amp; two UPSC coaching centres to a shuttle court, a work shed, a sanitation vehicle &amp; 30 high-mast lights. https://t.co/RhasW5Skec",244,20
2022-05-10 12:02:06+00:00,"Wishes to Prof C L Porinchukutty, former ViceChairman of National Akademi of Art &amp; Founder-Principal of the FineArts College, Trivandrum, on his 90th birthday. Good luck to MaheshPoulose, Prof. Porinchukutty's nephew, on his soon to release translation of his uncle’s biography. https://t.co/qT4AG2PuNp",111,32
2022-05-10 11:58:07+00:00,"Agree. I’ve lived in Singapore three years &amp; been hugely impressed by their relentless efforts to prevent any communal friction, which has helped them focus on development and growth. There’s a lesson there for all of us that some in our country are trying to get us to unlearn.",2865,430
2022-05-10 10:31:07+00:00,Delighted to felicitate Poozhanadu Gopan &amp; his lovely family on the occasion of his housewarming. Gopal does sterling social service as head of the rural NGO Bhavana https://t.co/yhudcehwr4,389,27
2022-05-10 10:27:13+00:00,Today’s the day! 227th annual #ThrissurPooram attracts millions of Keralites https://t.co/Cl8cskoIxh,675,45
2022-05-10 09:13:52+00:00,🙏,344,36
2022-05-10 09:08:07+00:00,Sad to learn of the passing of Pandit Shiv Kumar Sharma. I met him once but heard him many times. A musical genius and a thorough gentleman. What a loss for all of us. Om Shanti.,239,33
2022-05-10 08:07:12+00:00,My statement in response to assorted comments on my tweet: https://t.co/ouZEQWoGS4,1181,170
2022-05-10 08:04:26+00:00,"Well done, @PapaCJ! There’s nothing nobler or@more heartwarming than being laughter into the lives of these little children. Keep up the great work in your #PapaCJHappinessProject !",97,20
2022-05-10 00:33:11+00:00,"Film promoted by India’s ruling party, #KashmirFiles, banned in Singapore: https://t.co/S6TBjglele https://t.co/RuaoTReuAH",19782,4231
2022-05-09 17:46:19+00:00,My remarks on what makes Thiruvananthapuram's Technopark a great place to work: https://t.co/mvAmCkddZv,185,25
2022-05-09 17:10:57+00:00,"നാളെ നെയ്യാറ്റിൻകരയിലും കാറോടിലും: 
Tomorrow in Neyyattinkara &amp; Karode! https://t.co/4ShXJhl6g8",102,17
2022-05-09 12:10:53+00:00,Warm good wishes to #UmaThomas who filed her nomination today as @INCIndia candidate for the Thrikkakkara by-election. She amply merits the opportunity to continue the selfless serivce her husband @PTThomasINC rendered to the constituency. I will be campaigning for her May 17-18. https://t.co/O5EVv92y90,294,27
2022-05-09 05:31:34+00:00,"Excellent &amp; thought-provoking piece by @jayantSinha. By situating Indian democracy in a dharmic tradition, he has subtly critiqued the undemocratic trends apparent in recent years. The best answer to Hindutva, as I argued in #WhyIAmAHindu, is Hindu tradition itself. @jawharsircar",118,25
2022-05-09 04:46:14+00:00,"Meticulously researched piece by @varungandhi80 raises key questions about the financial state of India’s universities. Can we stop starving them of the resources they need, please?",739,110
2022-05-09 04:05:57+00:00,A wonderful occasion last night as I launched my sister ⁦@ShobhaTharoor⁩’s book #GoodInnings on our mother. Beautifully organised by ⁦@FoundationPK⁩ &amp; ⁦@ehsaaswomen⁩. Thanks to all who came &amp; showed support to my mother &amp; sister! ⁦@PenguinIndia⁩ https://t.co/fTDFQMx79j,307,25
2022-05-09 04:02:28+00:00,"My ⁦@mathrubhumieng⁩ column reviews India’s relationship with Europe, prompted by the PM’s visit last week: https://t.co/7xzRInGXOl https://t.co/4QSSyfBfXd",224,31
2022-05-08 09:32:54+00:00,"70 Kerala auto drivers in my constituency join hands to feed the hungry: https://t.co/aXIRpNc6Gy via @NewIndianXpress ""Every day, they provide food &amp;water for free to the needy in Neyyattinkara. They also cultivate vegetables&amp; fruits in a space close to their autorickshaw stand.""",368,41
2022-05-08 09:22:11+00:00,"4/4 .. and with the young at heart!…
#StGallenSymposium was an excellent event, as old as Davos &amp; in the same country, but run entirely by students. Their charm, professionalism, dedication&amp; courtesy made the event memorable. A good Indian turnout (incl around the fondue table)! https://t.co/JeHgbFivil",187,24
2022-05-08 09:15:15+00:00,3/4… conversations with young people…. https://t.co/jy15DfEvqM,950,35
2022-05-08 09:11:57+00:00,2/4 … and panel discussions…. https://t.co/30qjckKgvN,302,29
2022-05-08 08:47:01+00:00,1/4 Back home from the #StGallenSymposium after three memorable days of discussions. They featured speeches… https://t.co/G6IINVcNnV,288,33
2022-05-08 05:00:59+00:00,Back in time to spend it with her! https://t.co/M8s5nCD7ZA,1901,69
2022-05-07 13:19:38+00:00,https://t.co/oRuJC6aA03,365,27
2022-05-07 10:48:18+00:00,The timeless verities of Tagore are worth remembering today &amp; every day. #RabindraJayanti https://t.co/HAZ1gRMLcq,191,38
2022-05-07 10:42:39+00:00,"Just in time for Mother’s Day! @ShobhaTharoor Srinivasan’s book, ‘Good Innings: The Extraordinary, Ordinary Life of Lily Tharoor’, celebrates our mother. Lovely review article in ⁦@TheHinduBooks⁩  https://t.co/4L2DDVwTJJ",176,27
2022-05-07 07:17:46+00:00,"#NewsoftheDay : Modi govt plans media blitz for ‘image correction’ to boost India rank on global lists :
https://t.co/m0pn5uJOvb

#WordoftheDay : https://t.co/uV3GP18cw9",712,123
2022-05-06 15:48:16+00:00,"The English version of my article in @ManoramaDaily calling for India to take the lead in a serious peace effort on Ukraine: https://t.co/1t01FL1jDD
Any takers in Delhi? 
The @ShashiTharoor column, #TharoorLine",216,35
2022-05-06 06:19:57+00:00,"[Malayalam] In today's column I argue that the PM's Europe visit opens the door for India to play a more assertive peace-making role on #Ukraine. [English link to follow].
The @ShashiTharoor column, #TharoorLine. 

ഇന്നത്തെ (06/05/2022) 
#മനോരമ പത്രത്തിൽ.",90,22
2022-05-06 05:21:32+00:00,"In “Chochi”, an outraged young vegan
Reacted as if shot with a ray-gun;
Hearing “thanda” as “anda”
He “baked” a huge blunder
Should have stuck to chawal &amp; baingan!",2031,202
2022-05-05 20:36:23+00:00,"Enjoyed an excellent lunchtime discussion in St Gallen on climate change issues &amp; measures to respond to them, with Singapore’s Minister for Environment and Sustainability, Grace Fu. https://t.co/ji11KqLXTB",767,51
2022-05-05 13:25:00+00:00,"ഇന്ന് ശ്രീവിദ്യാദി രാജ ചട്ടമ്പിസ്വാമികളുടെ ഓർമ്മ ദിനം (98 - ചരമവാർഷികം )
Remembering the immortal Guru #ChattambiSwamikal on the 98th anniversary of his death https://t.co/z00pftITIS",231,27
2022-05-05 09:36:41+00:00,"Pleased to release a technical book on robotics put together by ⁦@TCS⁩ under the leadership of Robin Tommy (in pic).  If anyone can make practical use of its detailed material, it’s bound to be Indian techies! https://t.co/wrGwgKwCQo",525,47
2022-05-05 08:54:28+00:00,@BrutIndia Except that he was! And it isn't.,1208,60
2022-05-05 06:58:49+00:00,! https://t.co/4IEHSxueqC,161,26
2022-05-05 05:54:09+00:00,With great pleasure Vivek ji. Let’s find an occasion together. @VTankha,146,22
2022-05-05 05:39:13+00:00,Did my own part for the greening of Thiruvananthapuram ‘s #Technopark! Pleased to join all those involved in this @Rotary project on this special occasion. https://t.co/2MGjvAK26S,246,22
2022-05-05 05:33:36+00:00,"In Thiruvananthapuram on Tuesday, inaugurated the Miyawaki Forest at Technopark, a ⁦@Rotary⁩ project that brings rapid reafforestation to a hi-tech campus. Honoured those who had laboured to plant so many seedlings in a 20-cent plot. https://t.co/Wb74tJE247",146,17
2022-05-05 05:27:16+00:00,"At #StGallenSymposium, with Singapore Environment Minister Grace Yu on my left. Selfie taken by Nuseir Yassin of ⁦@nasdaily⁩ fame. Yassin (left) is an Arab–Israeli vlogger whose one-minute videos have taken millennials by storm. https://t.co/8UES6pEbxV",554,25
2022-05-05 05:24:33+00:00,"Delivered the inaugural keynote last night at the 51st #StGallenSymposium in Switzerland on the Future of Multilateralism. There’s a strong Indian contingent here, mainly from AIMA, as well as a couple of former heads of state &amp; ministers. The event is run by University students! https://t.co/L9sGfVELvO",201,21
2022-05-04 04:30:36+00:00,"We need a fact-checking culture on social media. Would @twitter &amp; @Facebook consider linking fact-checks like this to every appearance or repetition of the fake news? I have been a victim myself of so much disinformation, w/ blatant photoshops going viral. https://t.co/oTnihWqDEN",1797,341
2022-05-03 12:37:48+00:00,"History weighs heavily on ⁦@INTUCnational⁩. But the challenge is to reinvigorate it for the future, in an era where labour rights are being diluted &amp; trade unions increasingly disregarded. https://t.co/W3wj2Pq93T",199,25
2022-05-03 12:34:58+00:00,Good to meet ⁦@INTUCnational⁩ delegates from several states around the country https://t.co/NiT6oLQ0Ls,172,22
2022-05-03 12:31:39+00:00,"Felicitated young constituent Perunelli Krishnakumar, who is about to embark on a walk from Kanyakumari to Kashmir, aiming to stride 40kms a day. He aims to complete the walk in a hundred days. https://t.co/bXe4FmwJ5J",309,21
2022-05-03 11:04:09+00:00,"A Book Review of @shobhaTharoor’s “Good Innings: The Extraordinary, Ordinary Life Of Lily Tharoor” in https://t.co/uEQDCZ67m1 https://t.co/WhvMZ37RdB",99,20
2022-05-03 08:25:11+00:00,Caught up today with my @incIndia colleagues Ramesh ⁦@chennithala⁩ &amp; ⁦@mkraghavaninc⁩ https://t.co/bKhiWjSdr4,260,24
2022-05-03 08:23:54+00:00,Wishing ⁦@INTUCnational⁩ all success in the home stretch towards their centenary! https://t.co/WHzziZrajg,180,25
2022-05-03 08:20:41+00:00,"A glimpse of the amazing throng gathered in Thiruvananthapuram for the PlatinumJubilee of ⁦@INTUCnational⁩, long the nation’s biggest labour organisation. Spoke to the delegates in Hindi, English&amp; Malayalam to pledge solidarity w/ their ongoing struggle for workers’ rights. https://t.co/Wua8S6JOhq",135,22
2022-05-03 06:52:25+00:00,"At the inauguration this morning of the @intuc office building in Thiruvananthapuram, w/Shri AK Antony, INTUC President Sanjeeva Reddy, Kerala State President &amp; national VP Chandrasekharan &amp; Padmaja Venugopal, daughter of the immortal K Karunakaran for whom the building is named https://t.co/SSba7I1Kwg",232,25
2022-05-03 06:45:06+00:00,"The legend of Parashurama is indelibly associated with the mythology of Kerala, said to have been created by the flinging of his axe. #ParashuramaJayanti https://t.co/Przn6xjoY7",656,55
2022-05-03 06:43:47+00:00,Greetings and blessings on the occasion of #AkshayaTritiya https://t.co/as7nz15bb6,333,29
2022-05-03 04:01:58+00:00,Released the English translation of Sandhya Jalesh’s  Malayalam novel “Choupadi” about a social evil  faced by menstruating Nepali women. The range of the Kerala literary imagination stretches as high as the Himalayas! https://t.co/Uxmd5IpKVy,312,33
2022-05-03 03:57:36+00:00,"Inaugurated the Kerala Sustainability Conclave of ⁦@JindalGlobalUNI⁩ with a speech on sustainability and universities. Released their report &amp; received a University scarf made for northern winters, not Kerala summers! Good to see VC Prof RajKumar taking up ecological issues https://t.co/loGdkUUm97",138,22
2022-05-03 03:51:17+00:00,"Inaugurated the new Thiruvananthapuram Technopark office of AOT https://t.co/qIYSjiin1u, a Canadian company started by Keralites. Their https://t.co/Hu9J2Dxy9s open-source software is a success &amp; with #Cosmogence they connect Indian talent to tech jobs abroad. Pleased2have them! https://t.co/mMzg8FtxKA",132,23
2022-05-03 03:32:17+00:00,https://t.co/SyGXpkiVAH,12742,542
2022-05-03 03:26:39+00:00,"@Vikram_Sood @sunandavashisht @ForeignAffairs . Vikram, you know well that my article stated explicitly that Germany had denied the reports. But the fact that the suggestion could even be raised is what was dismaying. 

Of course we count. But we must not be counted on the wrong side.",9,3
2022-05-03 02:29:44+00:00,"Enjoyed addressing the huge ⁦@Rotary⁩ conference in Hyderabad on Sunday, in dialogue with Nandini Sen. It was good to talk about one’s life and lessons for living in front of a warmly appreciative audience. https://t.co/cf1G458nt0",257,27
2022-05-03 02:22:50+00:00,Warm congratulations Alok Dhara!,86,23
2022-05-03 01:50:46+00:00,@TheSlayer_007 @DrMSAnand @INCIndia Exactly! https://t.co/0vx9pjC7Oq will show you if I am incomprehensible,3,1
2022-05-02 17:38:21+00:00,Congratulations Kerala on a great victory over redoubtable Bengal! #SantoshTrophy2022 https://t.co/keS8urvfx1,638,39
2022-05-02 14:15:26+00:00,Best wishes Kerala for a triumphant final! #SantoshTrophy2022,251,23
2022-05-02 11:48:21+00:00,"Great to see you at the @Rotary conference in Hyderabad, Vivek! Am still awaiting pix to tweet but was happy to serve as an example of disruption for you!! @VTankha",107,19
2022-05-02 09:16:44+00:00,"Pleased to welcome a valued constituent to Thiruvananthapuram! Shri AK Antony is home again, for good. Wonderful catching up with his family as well (though son ⁦@anilkantony⁩ is still in Delhi). His wisdom &amp; experience will be a rich source of guidance for the local MP! https://t.co/uvUEjbS4eW",344,37
2022-05-02 09:13:00+00:00,#Eid Mubarak! Wishing a blessed Eid to those already celebrating today &amp; those in India who will mark the auspicious occasion tomorrow https://t.co/anGFHHXV8d,6906,387
2022-05-02 08:16:33+00:00,"Proud to have released the autobiography of TeekaRam Meena IAS, who grew up poor in a Rajasthan village, overcame hardships &amp;injustices. His distinguished career in Kerala was marked by probity, integrity&amp; willingness to endure transfers&amp; punishment postings but never to bend. https://t.co/zq7UixZszQ",504,54
2022-05-02 05:20:52+00:00,"@TakshiMehta But alas, you are reading a pirated edition, so feel free to destroy it! Do get hold of the real book from @AlephBookCo (or the international edition, #IngloriousEmpire) to be sure of reading the actual text &amp; not a rip-off. [#AnEraOfDarkness does not yet exist in paperback.]",95,3
2022-05-01 18:32:36+00:00,"In Thiruvananthapuram tonight, caught up with ⁦@ArjunaRanatunga⁩  for a discussion on contemporary Sri Lanka &amp; its many challenges. Always refreshing to touch base with him. https://t.co/E7UzlEuzL2",706,51
2022-05-01 18:23:04+00:00,"In Hyderabad today, celebrated my young colleague ⁦@AalimJaveri⁩’s 30th birthday with his mother (&amp; a few dozen dear friends!) Wishing Aalim the very best of everything in the years ahead. He’s the kind of dedicated, idealistic &amp;efficient young man we need to build India. https://t.co/l6ThCm2iQu",410,33
2022-05-01 16:14:40+00:00,I will now be speaking on Sunday May 22. My original dates have fallen to the @INCIndia #ChintanShivir. Apologies for the inconvenience!,178,29
2022-05-01 16:12:43+00:00,"It’s been a pleasure serving as Dean of #AFGG &amp;2022 was no exception. Since 2017 the Forum has dovetailed into #RaisinaDialogue &amp; AFGG Fellows have become Raisina Young Fellows as well. They constitute a terrific alumni network, connected to each other &amp; to India. @samirsaran https://t.co/MikuKBkKpG",288,30
2022-05-01 16:11:47+00:00,#AFGG witnessed stimulating discussions in a warm &amp; convivial atmosphere https://t.co/Avl2EdLMUD,202,21
2022-05-01 16:11:00+00:00,"In addition to the #RaisinaDialogues, the Asian Forum on GlobalGovernance #AFGG, a program I initiated 11 yrs ago w/ @orfonline, concluded its annual meet on Saturday night. We bring 45 remarkable young people under 35 from 30 countries for ten days of dialogue on global issues. https://t.co/kn0GbzJqx8",200,25
2022-05-01 10:56:57+00:00,@KoushalPriyanka Good to see that making a difference like this in the lives of sufferers is what motivates a young doctor! All the best for your continued success in the same spirit of service @KoushalPriyanka !,25,2
2022-05-01 08:33:55+00:00,A memorable session! Good to see you there @VTankha,257,20
2022-05-01 04:54:47+00:00,"Labour is a broad category that goes beyond factory workers, the classic stereotype. The fisherfolk of my constituency labour very hard to make ends meet. With such a long coastline, it’s sad that India’s fishers struggle below the poverty line. They need our attention &amp;support. https://t.co/fb5DUZJ1pa",437,52
2022-05-01 03:16:31+00:00,Stand up for workers’ rights!#WorldLabourDay https://t.co/o0nNCJz7CJ,532,58
2022-04-30 15:05:11+00:00,"My thoughts on the @ajaydevgn-inspired flap over Hindi as the national language, which it is not under the Constitution: https://t.co/sfjYM2on9k",275,58
2022-04-30 14:00:45+00:00,Wow! Now there’s a Great Indian Reader!,771,51
2022-04-30 13:07:57+00:00,It seems all good things come to those who ask in time! https://t.co/YuFeqSR0vC,77,16
2022-04-30 13:04:56+00:00,My sister ⁦@ShobhaTharoor⁩ holding forth about poetry to a fascinated audience of children in Delhi #TimeToRhyme https://t.co/oXCiQqMwQ9,747,41
2022-04-30 07:55:07+00:00,Sarcasm at its best: Badr Raina explains why agitating Sri Lankans should learn from quiescent Indians! https://t.co/k9h1f0dfxJ,163,27
2022-04-30 06:25:03+00:00,"Alas, Kiran, ""incomprehensibleness"" is not a word. It's ""incomprehensibility"", and that's only 19 letters...
@kiranshaw",3430,267
2022-04-30 06:22:15+00:00,Great to see you @AdvJebiMather ! Wishing you all success in advancing @INCIndia's views in the Rajya Sabha!,248,30
2022-04-29 16:44:30+00:00,@kbssidhu1961 Wah!,46,1
2022-04-29 13:49:46+00:00,"My column in @TheWeekLive argues that the war in #Ukraine is not just a conflict far away to which we can afford to remain indifferent. It has affected us in India already, and most of the rest of the world besides:
https://t.co/2vcASstkUp",151,31
2022-04-29 13:27:48+00:00,"My column in @ManoramaDaily today:
Tharoor Line | Bulldozers must crush vendetta politics, not our consciences
https://t.co/B1bVWmcNgt",146,33
2022-04-29 10:08:36+00:00,"ना बिजली है ना पानी है
ये किसकी मेहरबानी है? https://t.co/htaVaA2xVI",6096,1158
2022-04-29 07:20:36+00:00,"There once was a CM of Delhi 
Who stretched from his head to his belly;
The onscreen reticulation
Revealed his pandiculation
So BJP frothed&amp; quivered like jelly!",3938,512
2022-04-29 07:11:43+00:00,Delighted to celebrate journalist &amp; ⁦@PixstoryApp⁩ founder Appu Esthose Suresh’s wedding to Priyanka Kotamraju last evening with ⁦@SitaramYechury⁩ ⁦@JohnBrittas⁩ @anilkantony ⁦@Chandyoommen⁩  &amp; the groom! A marvellous combination of Kerala &amp; Andhra unfolds https://t.co/GgDPNsMndW,192,23
2022-04-29 06:53:35+00:00,"@AKorybko @ForeignAffairs . I think it’s a very well-argued statement of the other point of view, with which I am all too familiar here in India. It was in full awareness of this case that I took the opposite stand. Time will tell if my position is vindicated by the evolving situation.",10,2
2022-04-29 06:44:40+00:00,"Delighted to receive Nigeria’s Foreign Minister ⁦@GeoffreyOnyeama⁩, who also ended a distinguished @un career w/ a run for the top job in his organisation ⁦@WIPO⁩, &amp; has now served his country seven years. We had a wide-ranging discussion on Nigeria, India &amp;the world! https://t.co/wL1KMglGtg",380,23
2022-04-29 03:01:39+00:00,@BharatTiwari @PunjabGrill Wonderful!! You must be a proud father @BharatTiwari ! Wishing you a wonderful year ahead.,32,3
2022-04-28 14:01:40+00:00,"So pleased to see @manjiriprabhu's new book #DOGtrineOfPeace getting a stellar review from AlkaPande: https://t.co/tzpNxRSufu
Have known Manjiri as a supporter of books&amp; literature, running #PILF in Pune w/great devotion. Her unusual spiritual book for human beings is a triumph!",117,31
2022-04-28 10:41:33+00:00,"This is an excellent, detaled &amp; educative thread by @jamewils on petrol pricing &amp; taxes. Must read!",492,110
2022-04-28 06:55:17+00:00,"Delighted to see my friend ⁦@navdeepsuri⁩’s translation of his grandfather’s moving Partition novel in Punjabi, Hymns of Blood:
https://t.co/CkBcFVGEaI
Its message of healing is much needed in these divisive times. https://t.co/EWf0Nw5DvV",148,23
2022-04-28 04:54:29+00:00,Delighted that ⁦@AUThackeray⁩ has accepted my invitation to chair a Council of State Environment Ministers on #AirPollution under the auspices of ⁦@AirQualityAsia⁩ &amp; ⁦@orfonline⁩. Solutions must be found at ground level &amp; not left to the Union Govt alone. https://t.co/ZgLnVrsnO2,890,71
2022-04-28 04:49:28+00:00,"Great to catch up with Environment Minister ⁦@byadavbjp⁩ at #RaisinaDialogues2022. The tension between bureaucratic application of environmental rules &amp; the needs of our citizenry is a perpetual one. Bhupender Yadav takes a common-sense pragmatic approach, which is welcome! https://t.co/8DEF2c5b3E",222,19
2022-04-28 04:45:58+00:00,Delighted to receive from writer-columnist &amp; cultural impresario Vivek Menezes ⁦@vmingoa⁩ this wonderful book on artefacts held in Goa’s Museum of Christian Art. https://t.co/wbND58F7lk,207,21
2022-04-28 04:37:58+00:00,"Nearly two and a half years ago I had reprised, &amp; largely applauded, the vision of India's foreign polcy laid out by EAM @DrSJaishankar : https://t.co/xXIeBPJ4wI",80,17
